SNR_dB,Array_Size,Adaptation_Method,Effective_SINR_Method,Average_Effective_SINR_dB,Average_CQI,Average_MCS,Measured_BLER,Target_BLER,BLER_Error,BLER_CI_Low_95,BLER_CI_High_95,Goodput_Bits_Per_Slot,Spectral_Efficiency,MCS_Switching_Rate,CQI_Delay_Slots,CQI_Error_Probability,Average_OLLA_Offset_dB,Total_Blocks,Failed_Blocks,Successful_Blocks,Total_Information_Bits,Delivered_Information_Bits,Random_Seed
10,16x16,cqi_mean_delayed,mean,4.55751273785601,0,0,0.263125,0.1,0.163125,0.242134607903126,0.285250141314003,38977.74,11.7120612980769,0,1,0,0,1600,421,1179,5289600,3897774,7
10,16x16,cqi_min_delayed,minimum,1.39816404306819,0,0,0.253125,0.1,0.153125,0.232428348283229,0.275004305914044,39506.7,11.8710036057692,0,1,0,0,1600,405,1195,5289600,3950670,7
10,16x16,cqi_eesm_delayed,eesm,4.16572846341252,0,0,0.255625,0.1,0.155625,0.234853544712664,0.277567133239572,39374.46,11.8312680288462,0,1,0,0,1600,409,1191,5289600,3937446,7
10,16x16,cqi_eesm_olla_delayed,eesm,4.16572846341252,0,0,0.2625,0.1,0.1625,0.241527542701157,0.284610200577231,39010.8,11.7219951923077,0,1,0,-4.70347222222222,1600,420,1180,5289600,3901080,7
10,16x16,cqi_eesm_instant,eesm,4.2078505151298,0,0,0.27125,0.1,0.17125,0.250031486912188,0.293564339508576,38547.96,11.5829206730769,0,0,0,0,1600,434,1166,5289600,3854796,7
10,16x16,oracle,eesm,4.28494320634565,0,0,0.27875,0.1,0.17875,0.257329051000514,0.301230846685142,38151.24,11.4637139423077,0,0,0,0,1600,446,1154,5289600,3815124,7
12,16x16,fixed_mcs0,none,0,0,0,0.03125,0.1,-0.06875,0.0237836496023159,0.0409618963418721,51243,15.3975360576923,0,0,0,0,1600,50,1550,5289600,5124300,7
12,16x16,threshold_p1,none,0,3,3,1,0.1,0.9,0.997604750992866,1,0,0,0,0,0,0,1600,1600,0,10614400,0,7
12,16x16,cqi_mean_delayed,mean,5.78751403045883,0,0,0.0375,0.1,-0.0625,0.0292440029243702,0.0479716024072287,50912.4,15.2981971153846,0,1,0,0,1600,60,1540,5289600,5091240,7
12,16x16,cqi_min_delayed,minimum,2.2914673376348,0,0,0.034375,0.1,-0.065625,0.0265041747545847,0.0444764008833087,51077.7,15.3478665865385,0,1,0,0,1600,55,1545,5289600,5107770,7
12,16x16,cqi_eesm_delayed,eesm,5.19224214871867,0,0,0.034375,0.1,-0.065625,0.0265041747545847,0.0444764008833087,51077.7,15.3478665865385,0,1,0,0,1600,55,1545,5289600,5107770,7
12,16x16,cqi_eesm_olla_delayed,eesm,5.19362753104729,0,0.04,0.0675,0.1,-0.0325,0.0562136427670196,0.0808582476241512,49469.69,14.8646905048077,0.0808080808080808,1,0,1.290625,1600,108,1492,5360576,4946969,7
12,16x16,cqi_eesm_instant,eesm,5.24475641951993,0,0,0.033125,0.1,-0.066875,0.0254135053640042,0.0430730583964071,51143.82,15.367734375,0,0,0,0,1600,53,1547,5289600,5114382,7
12,16x16,oracle,eesm,5.28407805058175,0,0,0.0425,0.1,-0.0575,0.0336624231857945,0.053529229655733,50647.92,15.2187259615385,0,0,0,0,1600,68,1532,5289600,5064792,7
14,16x16,fixed_mcs0,none,0,0,0,0.0025,0.1,-0.0975,0.000972601722171084,0.00641067103992712,52763.76,15.8544951923077,0,0,0,0,1600,4,1596,5289600,5276376,7
14,16x16,threshold_p1,none,0,3,3,0.999375,0.1,0.899375,0.996468078583646,0.999889666470479,66.34,0.0199338942307692,0,0,0,0,1600,1599,1,10614400,6634,7
14,16x16,cqi_mean_delayed,mean,7.09991959238005,0,0,0.001875,0.1,-0.098125,0.000637858030338202,0.00549840879301892,52796.82,15.8644290865385,0,1,0,0,1600,3,1597,5289600,5279682,7
14,16x16,cqi_min_delayed,minimum,3.16234825479265,0,0,0.003125,0.1,-0.096875,0.00133550955510524,0.00729476914573404,52730.7,15.8445612980769,0,1,0,0,1600,5,1595,5289600,5273070,7
14,16x16,cqi_eesm_delayed,eesm,6.19932759413922,0,0,0.0025,0.1,-0.0975,0.000972601722171084,0.00641067103992712,52763.76,15.8544951923077,0,1,0,0,1600,4,1596,5289600,5276376,7
14,16x16,cqi_eesm_olla_delayed,eesm,6.21523429876517,0,0.35,0.081875,0.1,-0.018125,0.0694207544048701,0.0963322725773456,53344.93,16.0291256009615,0.363636363636364,1,0,0.858333333333334,1600,131,1469,5910640,5334493,7
14,16x16,cqi_eesm_instant,eesm,6.25980382207814,0,0,0.001875,0.1,-0.098125,0.000637858030338202,0.00549840879301892,52796.82,15.8644290865385,0,0,0,0,1600,3,1597,5289600,5279682,7
14,16x16,oracle,eesm,6.29130286153099,0,0,0.00375,0.1,-0.09625,0.00171973394085403,0.00815755069872634,52697.64,15.8346274038462,0,0,0,0,1600,6,1594,5289600,5269764,7
16,16x16,fixed_mcs0,none,0,0,0,0.000625,0.1,-0.099375,0.000110333529520838,0.00353192141635412,52862.94,15.884296875,0,0,0,0,1600,1,1599,5289600,5286294,7
16,16x16,threshold_p1,none,0,3,3,0.983125,0.1,0.883125,0.975558671742289,0.988376918904568,1791.18,0.538215144230769,0,0,0,0,1600,1573,27,10614400,179118,7
16,16x16,cqi_mean_delayed,mean,8.27604628685107,0.43,0.43,0.024375,0.1,-0.075625,0.0178814853484255,0.0331469952696106,58815.16,17.6728245192308,0.434343434343434,1,0,0,1600,39,1561,6052592,5881516,7
16,16x16,cqi_min_delayed,minimum,3.85333371746625,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,1,0,0,1600,0,1600,5289600,5289600,7
16,16x16,cqi_eesm_delayed,eesm,7.02102061155776,0.23,0.23,0.011875,0.1,-0.088125,0.00761529535904529,0.0184730664841692,56149.36,16.8718028846154,0.333333333333333,1,0,0,1600,19,1581,5697712,5614936,7
16,16x16,cqi_eesm_olla_delayed,eesm,7.06721994301077,0.23,1.06,0.084375,0.1,-0.015625,0.0717309472511133,0.0990101034860667,64220.22,19.2969411057692,0.343434343434343,1,0,0.813194444444445,1600,135,1465,7055232,6422022,7
16,16x16,cqi_eesm_instant,eesm,7.0907960367844,0.23,0.23,0.001875,0.1,-0.098125,0.000637858030338202,0.00549840879301892,56844.67,17.0807301682692,0.343434343434343,0,0,0,1600,3,1597,5697712,5684467,7
16,16x16,oracle,eesm,7.1100216913327,0.28,0.28,0.00875,0.1,-0.09125,0.00521926917075429,0.0146340629787547,57246.22,17.2013882211538,0.434343434343434,0,0,0,1600,14,1586,5786432,5724622,7
18,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
18,16x16,threshold_p1,none,0,6,6,1,0.1,0.9,0.997604750992866,1,0,0,0,0,0,0,1600,1600,0,15939200,0,7
18,16x16,cqi_mean_delayed,mean,9.58556645702203,1.05,1.04,0.008125,0.1,-0.091875,0.00475438935572197,0.013851936855046,70299.31,21.1235907451923,0.111111111111111,1,0,0,1600,13,1587,7090656,7029931,7
18,16x16,cqi_min_delayed,minimum,4.5379774928877,0.42,0.41,0.001875,0.1,-0.098125,0.000637858030338202,0.00549840879301892,59944.4,18.0121394230769,0.505050505050505,1,0,0,1600,3,1597,6008240,5994440,7
18,16x16,cqi_eesm_delayed,eesm,7.86793281874814,1.02,1.01,0.006875,0.1,-0.093125,0.00384317054964487,0.0122691437836409,70132.31,21.0734104567308,0.0505050505050505,1,0,0,1600,11,1589,7064016,7013231,7
18,16x16,cqi_eesm_olla_delayed,eesm,7.92107427391187,1.02,1.83,0.066875,0.1,-0.033125,0.0556427081652463,0.0801821762871834,72609.41,21.8177313701923,0.222222222222222,1,0,0.970138888888889,1600,107,1493,7792176,7260941,7
18,16x16,cqi_eesm_instant,eesm,7.94935027123387,1.02,1.02,0.005,0.1,-0.095,0.00253569954609033,0.0098355969709722,70458.85,21.1715294471154,0.0404040404040404,0,0,0,1600,8,1592,7081760,7045885,7
18,16x16,oracle,eesm,7.95800192309768,1.04,1.04,0.005,0.1,-0.095,0.00253569954609033,0.0098355969709722,70619.8,21.2198918269231,0.0707070707070707,0,0,0,1600,8,1592,7099520,7061980,7
20,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
20,16x16,threshold_p1,none,0,6,6,1,0.1,0.9,0.997604750992866,1,0,0,0,0,0,0,1600,1600,0,15939200,0,7
20,16x16,cqi_mean_delayed,mean,10.8555675085022,2,1.98,0.03,0.1,-0.07,0.0227014511845151,0.0395500828821907,76868.16,23.0974038461538,0.0101010101010101,1,0,0,1600,48,1552,7925376,7686816,7
20,16x16,cqi_min_delayed,minimum,5.11575004559147,0.87,0.85,0.004375,0.1,-0.095625,0.00212082551605622,0.00900346506226523,66661.01,20.0303515625,0.535353535353535,1,0,0,1600,7,1593,6700336,6666101,7
20,16x16,cqi_eesm_delayed,eesm,8.55983830576826,1.93,1.91,0.019375,0.1,-0.080625,0.0136826725127161,0.0273697605953913,77091.46,23.1645012019231,0.151515151515152,1,0,0,1600,31,1569,7863216,7709146,7
20,16x16,cqi_eesm_olla_delayed,eesm,8.68575052013434,1.93,2.09,0.075,0.1,-0.025,0.0630871384410815,0.0889488232149823,74837.28,22.4871634615385,0.232323232323232,1,0,1.18888888888889,1600,120,1480,8218240,7483728,7
20,16x16,cqi_eesm_instant,eesm,8.6498930420837,1.93,1.93,0.02125,0.1,-0.07875,0.015246032065201,0.0295474188591297,77214.15,23.2013671875,0.141414141414141,0,0,0,1600,34,1566,7889840,7721415,7
20,16x16,oracle,eesm,8.65885475187316,1.96,1.96,0.023125,0.1,-0.076875,0.0168231806483938,0.0317112880921601,77325.9,23.2349459134615,0.0808080808080808,0,0,0,1600,37,1563,7916480,7732590,7
22,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
22,16x16,threshold_p1,none,0,6,6,0.999375,0.1,0.899375,0.996468078583646,0.999889666470479,99.62,0.0299338942307692,0,0,0,0,1600,1599,1,15939200,9962,7
22,16x16,cqi_mean_delayed,mean,12.276536626046,2,1.98,0.0075,0.1,-0.0925,0.00429545749090771,0.0130638627811191,78657.36,23.6350240384615,0.0101010101010101,1,0,0,1600,12,1588,7925376,7865736,7
22,16x16,cqi_min_delayed,minimum,5.71994237881233,1.26,1.24,0.00375,0.1,-0.09625,0.00171973394085403,0.00815755069872634,71326.23,21.4321604567308,0.626262626262626,1,0,0,1600,6,1594,7161888,7132623,7
22,16x16,cqi_eesm_delayed,eesm,9.21572845195582,2,1.98,0.01,0.1,-0.09,0.00616463306716187,0.0161827109598293,78458.56,23.5752884615385,0.0101010101010101,1,0,0,1600,16,1584,7925376,7845856,7
22,16x16,cqi_eesm_olla_delayed,eesm,9.77400551209276,2,2.41,0.08375,0.1,-0.01625,0.0711530630137826,0.0983409817846563,81962.28,24.6280889423077,0.393939393939394,1,0,0.717361111111112,1600,134,1466,9070208,8196228,7
22,16x16,cqi_eesm_instant,eesm,9.30764815940904,2,2,0.004375,0.1,-0.095625,0.00212082551605622,0.00900346506226523,79172.1,23.7896935096154,0,0,0,0,1600,7,1593,7952000,7917210,7
22,16x16,oracle,eesm,9.31554520802823,2,2,0.006875,0.1,-0.093125,0.00384317054964487,0.0122691437836409,78973.3,23.7299579326923,0,0,0,0,1600,11,1589,7952000,7897330,7
24,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
24,16x16,threshold_p1,none,0,6,6,0.99375,0.1,0.89375,0.988533066086276,0.996601625519179,996.2,0.299338942307692,0,0,0,0,1600,1590,10,15939200,99620,7
24,16x16,cqi_mean_delayed,mean,13.622992519027,2.68,2.66,0.045625,0.1,-0.054375,0.0364429140600929,0.05698376847514,92515.26,27.7990564903846,0.525252525252525,1,0,0,1600,73,1527,9735808,9251526,7
24,16x16,cqi_min_delayed,minimum,6.24957624531814,1.69,1.69,0.0025,0.1,-0.0975,0.000972601722171084,0.00641067103992712,76535.6,22.9974759615385,0.444444444444444,1,0,0,1600,4,1596,7676768,7653560,7
24,16x16,cqi_eesm_delayed,eesm,10.4122224303271,2.46,2.44,0.029375,0.1,-0.070625,0.0221617409423966,0.0388427871855682,88382.82,26.5573377403846,0.656565656565657,1,0,0,1600,47,1553,9150080,8838282,7
24,16x16,cqi_eesm_olla_delayed,eesm,11.1466375319517,2.46,2.96,0.063125,0.1,-0.036875,0.0522235965021998,0.0761192523177834,98312.08,29.5408894230769,0.101010101010101,1,0,1.30694444444444,1600,101,1499,10552256,9831208,7
24,16x16,cqi_eesm_instant,eesm,10.506004858446,2.46,2.46,0.010625,0.1,-0.089375,0.00664420363287702,0.0169501463328553,90689.18,27.2503545673077,0.646464646464647,0,0,0,1600,17,1583,9176704,9068918,7
24,16x16,oracle,eesm,10.5722230272149,2.5,2.5,0.01625,0.1,-0.08375,0.0111132358331572,0.0237041675812448,91123.8,27.3809495192308,0.646464646464647,0,0,0,1600,26,1574,9283200,9112380,7
26,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
26,16x16,threshold_p1,none,0,6,6,0.93875,0.1,0.83875,0.925916576330259,0.949481592665981,9762.76,2.93352163461538,0,0,0,0,1600,1502,98,15939200,976276,7
26,16x16,cqi_mean_delayed,mean,15.1849967910362,3,2.97,0.0175,0.1,-0.0825,0.0121350502573579,0.0251763650345262,103754,31.1760817307692,0.0101010101010101,1,0,0,1600,28,1572,10561152,10375400,7
26,16x16,cqi_min_delayed,minimum,6.83886960853189,1.96,1.94,0.00375,0.1,-0.09625,0.00171973394085403,0.00815755069872634,80325,24.1361177884615,0.404040404040404,1,0,0,1600,6,1594,8067312,8032500,7
26,16x16,cqi_eesm_delayed,eesm,11.8785199692862,3,2.97,0.01625,0.1,-0.08375,0.0111132358331572,0.0237041675812448,103886.68,31.2159495192308,0.0101010101010101,1,0,0,1600,26,1574,10561152,10388668,7
26,16x16,cqi_eesm_olla_delayed,eesm,11.9209492018913,3,3.1,0.07,0.1,-0.03,0.0585003313030465,0.0835595828430887,100798.68,30.2880649038462,0.232323232323232,1,0,1.30625,1600,112,1488,11022496,10079868,7
26,16x16,cqi_eesm_instant,eesm,12.0010411556448,3,3,0.018125,0.1,-0.081875,0.0126490361323754,0.0259093850982499,104220.14,31.3161478365385,0,0,0,0,1600,29,1571,10614400,10422014,7
26,16x16,oracle,eesm,11.9953995742412,3,3,0.0175,0.1,-0.0825,0.0121350502573579,0.0251763650345262,104286.48,31.3360817307692,0,0,0,0,1600,28,1572,10614400,10428648,7
28,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
28,16x16,threshold_p1,none,0,6,6,0.784375,0.1,0.684375,0.76355497108314,0.803832731044053,34368.9,10.3271935096154,0,0,0,0,1600,1255,345,15939200,3436890,7
28,16x16,cqi_mean_delayed,mean,16.7332032011732,3,2.97,0.0025,0.1,-0.0975,0.000972601722171084,0.00641067103992712,105346.16,31.6544951923077,0.0101010101010101,1,0,0,1600,4,1596,10561152,10534616,7
28,16x16,cqi_min_delayed,minimum,7.19111501290372,2.16,2.13,0,0.1,-0.1,0,0.00239524900713387,85021.76,25.5474038461538,0.565656565656566,1,0,0,1600,0,1600,8502176,8502176,7
28,16x16,cqi_eesm_delayed,eesm,12.4007855489743,3,2.97,0.004375,0.1,-0.095625,0.00212082551605622,0.00900346506226523,105147.14,31.5946935096154,0.0101010101010101,1,0,0,1600,7,1593,10561152,10514714,7
28,16x16,cqi_eesm_olla_delayed,eesm,12.551871289355,3,3.38,0.083125,0.1,-0.016875,0.0705754012757664,0.0976716375839314,108432.8,32.5819711538462,0.424242424242424,1,0,1.06666666666667,1600,133,1467,12016160,10843280,7
28,16x16,cqi_eesm_instant,eesm,12.5211345343065,3,3,0.000625,0.1,-0.099375,0.000110333529520838,0.00353192141635412,106077.66,31.874296875,0,0,0,0,1600,1,1599,10614400,10607766,7
28,16x16,oracle,eesm,12.5165353715298,3,3,0.0025,0.1,-0.0975,0.000972601722171084,0.00641067103992712,105878.64,31.8144951923077,0,0,0,0,1600,4,1596,10614400,10587864,7
30,16x16,fixed_mcs0,none,0,0,0,0,0.1,-0.1,0,0.00239524900713387,52896,15.8942307692308,0,0,0,0,1600,0,1600,5289600,5289600,7
30,16x16,threshold_p1,none,0,6,6,0.48625,0.1,0.38625,0.461821526604998,0.510744342742698,81887.64,24.6056610576923,0,0,0,0,1600,778,822,15939200,8188764,7
30,16x16,cqi_mean_delayed,mean,18.3626202892564,3.3,3.27,0.028125,0.1,-0.071875,0.0210852408446656,0.037425275405817,112296.7,33.7429987980769,0.484848484848485,1,0,0,1600,45,1555,11625792,11229670,7
30,16x16,cqi_min_delayed,minimum,7.79118146880281,2.44,2.42,0,0.1,-0.1,0,0.00239524900713387,91678.08,27.5475,0.555555555555556,1,0,0,1600,0,1600,9167808,9167808,7
30,16x16,cqi_eesm_delayed,eesm,12.9869804615986,3.05,3.02,0.006875,0.1,-0.093125,0.00384317054964487,0.0122691437836409,106456.56,31.9881490384615,0.111111111111111,1,0,0,1600,11,1589,10738592,10645656,7
30,16x16,cqi_eesm_olla_delayed,eesm,13.2965260524293,3.05,3.79,0.0625,0.1,-0.0375,0.0516548662882448,0.0754409765929973,125859.68,37.8184134615385,0.181818181818182,1,0,1.325,1600,100,1500,13471168,12585968,7
30,16x16,cqi_eesm_instant,eesm,13.1184918975417,3.05,3.05,0.00125,0.1,-0.09875,0.000342854865317757,0.00454640601929828,107785.72,32.3875360576923,0.101010101010101,0,0,0,1600,2,1598,10791840,10778572,7
30,16x16,oracle,eesm,13.120997789887,3.06,3.06,0.0025,0.1,-0.0975,0.000972601722171084,0.00641067103992712,108007.92,32.4543028846154,0.121212121212121,0,0,0,1600,4,1596,10827328,10800792,7
